repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state,changefile,addline,deleteline,fileChanges
Khan/wonder-blocks,Add `opened` state to Dropdown opener function,https://github.com/Khan/wonder-blocks/pull/2150,2023-12-19T16:34:15Z,2023-12-19T17:22:03Z,6,3,MERGED,9,53,21,"ADDED:.changeset/red-foxes-thank.md
MODIFIED:__docs__/wonder-blocks-dropdown/action-menu.stories.tsx
MODIFIED:__docs__/wonder-blocks-dropdown/multi-select.stories.tsx
MODIFIED:__docs__/wonder-blocks-dropdown/single-select.stories.tsx
MODIFIED:packages/wonder-blocks-dropdown/src/components/action-menu.tsx
MODIFIED:packages/wonder-blocks-dropdown/src/components/dropdown-opener.tsx
MODIFIED:packages/wonder-blocks-dropdown/src/components/multi-select.tsx
MODIFIED:packages/wonder-blocks-dropdown/src/components/single-select.tsx
MODIFIED:packages/wonder-blocks-dropdown/src/util/types.ts"
Longhorn-Developers/UT-Registration-Plus,style(ui): changed tick marks to match x-axis,https://github.com/Longhorn-Developers/UT-Registration-Plus/pull/440,2024-11-18T14:39:32Z,2024-11-19T17:28:38Z,0,1,MERGED,1,1,1,MODIFIED:src/views/components/injected/CourseCatalogInjectedPopup/GradeDistribution.tsx
NeurodataWithoutBorders/nwb-guide,[Refactor Flask III] Remove api.abort and other error handlers,https://github.com/NeurodataWithoutBorders/nwb-guide/pull/798,2024-05-25T21:23:35Z,2024-05-29T17:07:19Z,20,37,MERGED,15,206,280,"MODIFIED:src/electron/frontend/core/components/pages/guided-mode/data/GuidedPathExpansion.js
MODIFIED:src/electron/frontend/core/components/pages/guided-mode/data/GuidedSourceData.js
MODIFIED:src/electron/frontend/core/components/pages/guided-mode/data/GuidedStructure.js
MODIFIED:src/electron/frontend/core/components/pages/guided-mode/options/GuidedInspectorPage.js
MODIFIED:src/electron/frontend/core/components/pages/guided-mode/options/utils.js
MODIFIED:src/electron/frontend/core/components/pages/inspect/InspectPage.js
MODIFIED:src/electron/frontend/core/components/pages/settings/SettingsPage.js
MODIFIED:src/electron/frontend/core/components/pages/uploads/UploadsPage.js
MODIFIED:src/electron/frontend/core/components/preview/NWBFilePreview.js
MODIFIED:src/pyflask/app.py
MODIFIED:src/pyflask/namespaces/data.py
MODIFIED:src/pyflask/namespaces/neuroconv.py
MODIFIED:src/pyflask/namespaces/neurosift.py
MODIFIED:src/pyflask/namespaces/startup.py
MODIFIED:tests/e2e/pipelines.test.ts"
NeurodataWithoutBorders/nwb-guide,Render DANDI information,https://github.com/NeurodataWithoutBorders/nwb-guide/pull/216,2023-06-07T00:50:50Z,2023-06-07T20:27:48Z,2,10,MERGED,3,97,7,"MODIFIED:package-lock.json
MODIFIED:package.json
MODIFIED:src/renderer/src/stories/pages/guided-mode/results/GuidedResults.js"
NeurodataWithoutBorders/nwb-guide,Fix Windows Close,https://github.com/NeurodataWithoutBorders/nwb-guide/pull/330,2023-08-24T17:05:53Z,2023-08-24T18:47:09Z,1,3,MERGED,1,3,2,MODIFIED:src/main/main.ts
NeurodataWithoutBorders/nwb-guide,Update docs version switcher,https://github.com/NeurodataWithoutBorders/nwb-guide/pull/867,2024-06-18T15:38:35Z,2024-06-18T16:04:16Z,0,1,MERGED,1,7,1,MODIFIED:docs/_static/switcher.json
NeurodataWithoutBorders/nwb-guide,Fix Unknown Item Type Specification,https://github.com/NeurodataWithoutBorders/nwb-guide/pull/656,2024-03-11T17:14:04Z,2024-03-12T20:21:25Z,13,18,MERGED,16,194,22,"MODIFIED:environments/environment-MAC.yml
MODIFIED:schemas/json/generated/BlackrockRecordingInterface.json
MODIFIED:schemas/json/generated/BlackrockSortingInterface.json
ADDED:schemas/json/generated/CellExplorerRecordingInterface.json
MODIFIED:schemas/json/generated/FicTracDataInterface.json
MODIFIED:schemas/json/generated/OpenEphysRecordingInterface.json
MODIFIED:schemas/json/generated/PhySortingInterface.json
MODIFIED:schemas/json/generated/Spike2RecordingInterface.json
MODIFIED:schemas/json/generated/SpikeGLXConverterPipe.json
MODIFIED:schemas/json/generated/SpikeGLXNIDQInterface.json
MODIFIED:schemas/json/generated/SpikeGLXRecordingInterface.json
MODIFIED:schemas/json/generated/Suite2pSegmentationInterface.json
ADDED:schemas/json/generated/TdtRecordingInterface.json
MODIFIED:schemas/source-data.schema.ts
MODIFIED:src/renderer/src/stories/JSONSchemaInput.js
MODIFIED:src/renderer/src/stories/pages/guided-mode/SourceData.stories.js"
PostHog/posthog,Instrument dashboard analyzed,https://github.com/PostHog/posthog/pull/8433,2022-02-04T09:54:31Z,2022-02-07T11:06:41Z,0,3,MERGED,3,47,7,"MODIFIED:frontend/src/lib/utils/eventUsageLogic.ts
MODIFIED:frontend/src/scenes/dashboard/Dashboard.tsx
MODIFIED:frontend/src/scenes/dashboard/dashboardLogic.tsx"
Sage-Bionetworks/synapse-web-monorepo,Links to Titles on RecentPublicationsGrid Component,https://github.com/Sage-Bionetworks/synapse-web-monorepo/pull/1471,2024-12-18T00:53:56Z,2025-01-03T00:16:01Z,5,7,MERGED,5,141,78,"MODIFIED:apps/portals/elportal/src/themes/HomePageThemeProvider.tsx
MODIFIED:packages/synapse-react-client/src/components/GenericCard/GenericCard.tsx
MODIFIED:packages/synapse-react-client/src/components/RecentPublicationsGrid/RecentPublicationsGrid.tsx
MODIFIED:packages/synapse-react-client/src/components/row_renderers/utils/CardFooter.tsx
MODIFIED:packages/synapse-react-client/src/utils/functions/RegularExpressions.ts"
Sage/carbon,chore(docker): remove X11 from cypress up - FE-4129,https://github.com/Sage/carbon/pull/4115,2021-06-01T10:54:46Z,2021-06-01T11:43:28Z,3,2,MERGED,2,6,3,"MODIFIED:cypress/README.md
MODIFIED:cypress/docker-compose.yml"
Sage/carbon,feat(batch-selection): describe batch-selection component using desig…,https://github.com/Sage/carbon/pull/4805,2022-02-09T09:04:36Z,2022-02-18T10:29:06Z,3,2,MERGED,4,32,31,"MODIFIED:src/components/batch-selection/__snapshots__/batch-selection.spec.js.snap
MODIFIED:src/components/batch-selection/batch-selection.spec.js
MODIFIED:src/components/batch-selection/batch-selection.style.js
MODIFIED:src/components/batch-selection/batch-selection.test.js"
Sage/carbon,test(radio-button): refactor ts,https://github.com/Sage/carbon/pull/6149,2023-06-26T07:50:43Z,2023-06-29T11:16:11Z,4,4,MERGED,3,62,72,"RENAMED:cypress/components/radio-button/radio-button.cy.tsx
MODIFIED:src/components/radio-button/radio-button-test.stories.tsx
MODIFIED:src/components/radio-button/radio-button.stories.tsx"
Trendyol/baklava,feat: add localization,https://github.com/Trendyol/baklava/pull/787,2024-01-29T13:21:54Z,2024-02-05T08:52:35Z,6,6,MERGED,14,420,14,"MODIFIED:.eslintignore
MODIFIED:.prettierignore
ADDED:docs/localization.stories.mdx
ADDED:lit-localize.json
MODIFIED:package-lock.json
MODIFIED:package.json
MODIFIED:scripts/build.js
MODIFIED:src/components/pagination/bl-pagination.test.ts
MODIFIED:src/components/pagination/bl-pagination.ts
MODIFIED:src/components/select/bl-select.ts
ADDED:src/generated/locale-codes.ts
ADDED:src/generated/locales/tr.ts
ADDED:src/localization.ts
ADDED:translations/tr.xlf"
VOICEVOX/voicevox,feat: [project-sequencer-statemachine] ステートマシンに置き換える,https://github.com/VOICEVOX/voicevox/pull/2544,2025-02-18T10:26:46Z,2025-02-19T14:58:37Z,9,7,MERGED,4,191,979,"MODIFIED:src/components/Sing/ScoreSequencer.vue
MODIFIED:src/composables/useSequencerStateMachine.ts
MODIFIED:src/sing/sequencerStateMachine/common.ts
MODIFIED:src/sing/stateMachine.ts"
WPMedia/arc-themes-blocks,Lokalise: Translations update,https://github.com/WPMedia/arc-themes-blocks/pull/994,2021-07-22T14:44:42Z,2021-07-22T14:57:24Z,2,2,MERGED,24,1500,1500,"MODIFIED:blocks/ads-block/intl.json
MODIFIED:blocks/alert-bar-block/intl.json
MODIFIED:blocks/article-body-block/intl.json
MODIFIED:blocks/author-bio-block/intl.json
MODIFIED:blocks/default-output-block/intl.json
MODIFIED:blocks/footer-block/intl.json
MODIFIED:blocks/full-author-bio-block/intl.json
MODIFIED:blocks/global-phrases-block/intl.json
MODIFIED:blocks/header-nav-block/intl.json
MODIFIED:blocks/header-nav-chain-block/intl.json
MODIFIED:blocks/links-bar-block/intl.json
MODIFIED:blocks/results-list-block/intl.json
MODIFIED:blocks/search-results-list-block/intl.json
MODIFIED:blocks/share-bar-block/intl.json
MODIFIED:blocks/shared-styles/intl.json
MODIFIED:locale/de.json
MODIFIED:locale/en.json
MODIFIED:locale/es.json
MODIFIED:locale/fr.json
MODIFIED:locale/ja.json
MODIFIED:locale/ko.json
MODIFIED:locale/no.json
MODIFIED:locale/pt.json
MODIFIED:locale/sv.json"
WPMedia/arc-themes-blocks,THEMES-716: Single column style update for commerce,https://github.com/WPMedia/arc-themes-blocks/pull/1676,2023-06-06T14:46:35Z,2023-06-08T19:23:10Z,0,1,MERGED,2,10,1,"MODIFIED:blocks/article-body-block/themes/commerce.json
MODIFIED:blocks/single-column-layout-block/themes/commerce.json"
WPMedia/arc-themes-blocks,TMEDIA-721: Alert Bar Block,https://github.com/WPMedia/arc-themes-blocks/pull/1371,2022-06-07T21:34:20Z,2022-06-10T15:41:30Z,18,8,MERGED,14,527,1031,"MODIFIED:.storybook/themes/commerce.scss
MODIFIED:.storybook/themes/news.scss
ADDED:blocks/alert-bar-block/_index.scss
DELETED:blocks/alert-bar-block/features/alert-bar/alert-bar.scss
MODIFIED:blocks/alert-bar-block/features/alert-bar/default.jsx
MODIFIED:blocks/alert-bar-block/features/alert-bar/default.test.jsx
DELETED:blocks/alert-bar-block/index.js
MODIFIED:blocks/alert-bar-block/index.story.jsx
MODIFIED:blocks/alert-bar-block/package.json
MODIFIED:blocks/alert-bar-content-source-block/package-lock.json
MODIFIED:blocks/alert-bar-content-source-block/package.json
MODIFIED:blocks/alert-bar-content-source-block/sources/alert-bar-collections.test.js
MODIFIED:package-lock.json
MODIFIED:package.json"
WPMedia/arc-themes-blocks,Update ad size maps for Google update change (flex-cube to right-rail…,https://github.com/WPMedia/arc-themes-blocks/pull/1650,2023-04-11T22:46:45Z,2023-05-22T19:40:36Z,1,2,MERGED,2,4,4,"MODIFIED:blocks/ads-block/features/ads/ad-mapping.js
MODIFIED:package-lock.json"
WPMedia/arc-themes-blocks,THEMES-1189: block changes for news theme logical properties,https://github.com/WPMedia/arc-themes-blocks/pull/1846,2023-12-11T21:23:26Z,2023-12-14T18:35:14Z,0,5,MERGED,4,1333,1272,"MODIFIED:.eslintrc.js
MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/gallery-block/index.story.jsx
MODIFIED:blocks/gallery-block/themes/news.json"
WPMedia/arc-themes-blocks,TMEDIA-746 - Adjust spacing to inline with designs,https://github.com/WPMedia/arc-themes-blocks/pull/1417,2022-07-12T18:50:44Z,2022-07-12T21:15:28Z,0,1,MERGED,1,3,4,MODIFIED:.storybook/themes/news.scss
WPMedia/arc-themes-blocks,tmedia 926 ad sizes add ,https://github.com/WPMedia/arc-themes-blocks/pull/1469,2022-08-05T13:51:03Z,2022-08-08T14:16:38Z,0,2,MERGED,1,1,1,MODIFIED:blocks/ads-block/features/ads/ad-mapping.js
WPMedia/arc-themes-blocks,THEMES-836: Quilted Image block | Resizer v2,https://github.com/WPMedia/arc-themes-blocks/pull/1572,2022-12-12T17:57:55Z,2022-12-16T20:09:49Z,4,13,MERGED,4,239,57,"MODIFIED:blocks/quilted-image-block/_index.scss
MODIFIED:blocks/quilted-image-block/features/quilted-image/default.jsx
MODIFIED:blocks/quilted-image-block/features/quilted-image/default.test.jsx
MODIFIED:blocks/quilted-image-block/index.story.jsx"
WPMedia/arc-themes-blocks,TMEDIA-758: Full Author Bio,https://github.com/WPMedia/arc-themes-blocks/pull/1482,2022-08-18T18:36:51Z,2022-09-06T17:59:10Z,14,37,MERGED,16,684,1898,"MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/author-bio-block/package.json
DELETED:blocks/author-content-source-block/index.js
MODIFIED:blocks/author-content-source-block/package-lock.json
MODIFIED:blocks/author-content-source-block/sources/author-api.js
MODIFIED:blocks/full-author-bio-block/README.md
ADDED:blocks/full-author-bio-block/_index.scss
ADDED:blocks/full-author-bio-block/features/full-author-bio/_children/Presentation/index.jsx
ADDED:blocks/full-author-bio-block/features/full-author-bio/_children/Presentation/index.test.jsx
MODIFIED:blocks/full-author-bio-block/features/full-author-bio/default.jsx
MODIFIED:blocks/full-author-bio-block/features/full-author-bio/default.test.jsx
DELETED:blocks/full-author-bio-block/features/full-author-bio/full-author-bio.scss
DELETED:blocks/full-author-bio-block/index.js
MODIFIED:blocks/full-author-bio-block/index.story.jsx
MODIFIED:blocks/full-author-bio-block/package-lock.json
MODIFIED:blocks/full-author-bio-block/package.json"
WPMedia/arc-themes-blocks,TBRANDS-50: Pull content-api into v2.00,https://github.com/WPMedia/arc-themes-blocks/pull/1340,2022-05-10T18:37:13Z,2022-05-10T19:08:04Z,3,4,MERGED,5,12,535,"DELETED:blocks/content-api-source-block/index.js
MODIFIED:blocks/content-api-source-block/package-lock.json
MODIFIED:blocks/content-api-source-block/package.json
MODIFIED:blocks/content-api-source-block/sources/content-api.test.js
MODIFIED:package.json"
WPMedia/arc-themes-blocks,[Themes 1676] Fixed triple-chain large-manual-promo Desktop view,https://github.com/WPMedia/arc-themes-blocks/pull/2141,2024-05-21T18:12:19Z,2024-05-22T13:49:53Z,1,2,MERGED,3,21,0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/triple-chain-block/_index.scss
MODIFIED:blocks/triple-chain-block/themes/news.json"
WPMedia/arc-themes-blocks,Themes 919 Results List & Search Results List | Promo images do not have set height/width,https://github.com/WPMedia/arc-themes-blocks/pull/1592,2023-01-10T18:46:29Z,2023-01-17T17:51:13Z,1,7,MERGED,9,32,9,"MODIFIED:blocks/results-list-block/features/results-list/default.jsx
MODIFIED:blocks/results-list-block/features/results-list/results/index.jsx
MODIFIED:blocks/results-list-block/features/results-list/results/result-item.jsx
MODIFIED:blocks/results-list-block/index.story.jsx
MODIFIED:blocks/search-results-list-block/features/search-results-list/_children/helpers.js
MODIFIED:blocks/search-results-list-block/features/search-results-list/_children/search-result.jsx
MODIFIED:blocks/search-results-list-block/features/search-results-list/default.jsx
MODIFIED:blocks/search-results-list-block/features/search-results-list/default.test.jsx
MODIFIED:blocks/search-results-list-block/index.story.jsx"
